Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood,score,text
113980,64BdW5aHuB3C0QP3qjBJVi,I AM THEY,I AM THEY,Amen,41,238146,False,0.516,0.634,7,-4.85,1,0.0339,0.03,1.89e-06,0.0813,0.0921,76.994,4,world-music,neutral,0.5022784100000002,Amen by I AM THEY with mood neutral
4744,5L8f98adkgyzT8DLL5ppec,Ludovico Einaudi,In A Time Lapse,Discovery At Night,51,265626,False,0.295,0.0326,3,-28.956,1,0.0566,0.994,0.931,0.15,0.0999,124.728,4,ambient,sad,0.8120827700000001,Discovery At Night by Ludovico Einaudi with mood sad
39400,6iLzFJhs4ATwJn7P1utZIJ,Ramin Djawadi,Game of Thrones (Music from the HBO® Series - Season 6),Light of the Seven,61,589094,False,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,4,german,sad,0.79812289,Light of the Seven by Ramin Djawadi with mood sad
98683,3lhd2kLQIH9A74ocQoQroY,Company,Xanadu: Original Broadway Cast Recording,Xanadu,22,263546,False,0.583,0.7,1,-4.185,1,0.0311,0.145,6.19e-05,0.71,0.524,126.669,4,show-tunes,calm,0.086176,Xanadu by Company with mood calm
74834,2pkBfMJqLNvJoFsEXmgoJI,Roberto Carlos,Roberto Carlos (1978 Remasterizado),Força Estranha - Versão Remasterizada,39,229360,False,0.617,0.762,9,-5.19,0,0.0334,0.604,0.0,0.0815,0.732,122.457,4,mpb,happy,0.03086800000000002,Força Estranha - Versão Remasterizada by Roberto Carlos with mood happy
39767,0kJ7eKX6aWl8X1W5Xrosn6,Musso,Kkiller,Kkiller,38,201739,True,0.902,0.758,10,-8.601,1,0.288,0.0729,7.15e-06,0.128,0.142,138.026,4,german,energetic,0.457928,Kkiller by Musso with mood energetic
84821,4ZVZBc5xvMyV3WzWktn8i7,Sly & The Family Stone,Stand,Everyday People,67,141506,False,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,4,psych-rock,calm,0.011833999999999997,Everyday People by Sly & The Family Stone with mood calm
64780,5Gs8gP5ipvByxTuRFMbdvi,Jazzystics;Nenei,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Levitating,0,225500,False,0.748,0.468,9,-12.283,0,0.0587,0.129,1.84e-05,0.107,0.523,80.043,4,jazz,calm,0.09415300000000001,Levitating by Jazzystics;Nenei with mood calm
21193,0hLyTrqT51f6gTxRh2sG9T,Elephant Man,PEPPERSPRAY RIDDIM,Till The End,0,176129,True,0.695,0.967,7,-1.172,1,0.412,0.163,0.0,0.131,0.944,133.414,5,dancehall,happy,0.15542499999999998,Till The End by Elephant Man with mood happy
64075,4UapIunqXK3g1HUygS3Zz0,Louis Armstrong,Desayuno en calma,A Kiss To Build A Dream On - Single Version,0,182306,False,0.688,0.166,7,-8.731,1,0.0697,0.819,0.0,0.126,0.336,88.325,4,jazz,sad,0.40365199999999996,A Kiss To Build A Dream On - Single Version by Louis Armstrong with mood sad
103800,6yop2w0gF1HdGGvgUXgMVg,OZZIE;Teflon Sega,Colours,FRZZN,53,239281,False,0.591,0.53,11,-8.217,0,0.0344,0.0349,0.000297,0.543,0.372,140.05,4,soul,neutral,0.18808400000000003,FRZZN by OZZIE;Teflon Sega with mood neutral
37465,4XYxoxG8yKTA3gKihxOiIZ,Tz da Coronel;PL ATL,Carro Bicho,Carro Bicho,48,130098,True,0.735,0.551,11,-9.129,0,0.125,0.00983,0.0,0.0928,0.349,101.086,4,funk,neutral,0.20580200000000004,Carro Bicho by Tz da Coronel;PL ATL with mood neutral
98272,7lETPfg95IKnZrQRhH4R4U,Andrew Lloyd Webber;Gerard Butler;Emmy Rossum,The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Little Lotte / The Mirror (Angel Of Music),28,251266,False,0.244,0.0513,9,-23.667,1,0.0772,0.733,4.11e-06,0.137,0.104,70.89,3,show-tunes,sad,0.7854876900000001,Little Lotte / The Mirror (Angel Of Music) by Andrew Lloyd Webber;Gerard Butler;Emmy Rossum with mood sad
33832,50u2y4zgROMZq2db8Qx94B,glass beach,the first glass beach album,cold weather,62,138119,True,0.341,0.661,10,-4.251,1,0.0335,0.00422,0.0,0.103,0.675,154.99,4,emo,happy,0.019346000000000006,cold weather by glass beach with mood happy
112801,62FGiKU4IdFgb9au7uRMle,Aydilge,Kiralık Aşk (Sen misin İlacım?),Kiralık Aşk (Sen misin İlacım?),50,226928,False,0.683,0.805,5,-4.704,0,0.0566,0.0741,0.0,0.047,0.811,102.0,4,turkish,happy,0.04214600000000003,Kiralık Aşk (Sen misin İlacım?) by Aydilge with mood happy
13117,2dHCfHPFdccesaPhiisAed,Frankie Knuckles;Adeva,Welcome To The Real World,Keep It Real,15,284560,False,0.701,0.79,0,-10.226,0,0.0369,0.0101,0.000237,0.142,0.851,120.506,4,chicago-house,happy,0.03870100000000001,Keep It Real by Frankie Knuckles;Adeva with mood happy
107783,3jEj0AW7fdDP2F3k4EcaLq,Level 42,The Early Tapes / Level 42,Love Games - Edit Album Version,25,313640,False,0.76,0.913,9,-6.89,1,0.0469,0.0836,0.0132,0.0668,0.826,105.752,4,synth-pop,happy,0.09864500000000002,Love Games - Edit Album Version by Level 42 with mood happy
52137,6TNDrJIwL7xaoghGeNlWqQ,George Jones;Tammy Wynette,The Essential Tammy Wynette,Golden Ring,18,181653,False,0.585,0.46,11,-12.797,1,0.0499,0.699,0.0,0.201,0.588,83.373,4,honky-tonk,calm,0.06454400000000002,Golden Ring by George Jones;Tammy Wynette with mood calm
41301,5Osd2BWeCNtA6EMLY0Dsil,Anathema,A Natural Disaster (Remastered),Flying - Remastered,46,357013,False,0.376,0.374,0,-8.276,0,0.0323,0.0162,0.000515,0.263,0.0451,141.738,3,goth,sad,0.62095001,Flying - Remastered by Anathema with mood sad
108389,2tbO9KP3hnBI7BuE3OoQjL,Libertad Lamarque,Tangos Inmortales de Libertad Lamarque (Remastered),A media luz - Remastered,20,149546,False,0.529,0.177,7,-14.374,1,0.0425,0.987,3.55e-06,0.142,0.452,119.113,4,tango,neutral,0.300033,A media luz - Remastered by Libertad Lamarque with mood neutral
2728,3gpgMfFAQDkVgcY1u76Ccx,Tan Bionica,Destinologia,Hola Noviembre,46,213760,False,0.649,0.835,0,-4.327,1,0.0307,0.107,0.0,0.221,0.525,120.068,4,alt-rock,energetic,0.13085000000000002,Hola Noviembre by Tan Bionica with mood energetic
35236,4J2uD3DSdTgqvmZHpNxmfJ,Taty Girl,"Baú da Taty Girl, Pt. 1 (Ao Vivo)",Nada Se Compara a Ti - Ao Vivo,44,168463,False,0.572,0.846,10,-3.835,0,0.143,0.188,1.77e-06,0.273,0.684,87.411,4,forro,happy,0.073972,Nada Se Compara a Ti - Ao Vivo by Taty Girl with mood happy
70408,1lHR2yz3Dl8U0fNJjpFuge,Jay Chou,杰倫,黑色幽默,50,280493,False,0.603,0.292,10,-7.622,1,0.0282,0.406,0.0,0.136,0.231,127.905,4,mandopop,sad,0.4186250000000001,黑色幽默 by Jay Chou with mood sad
23631,4Qa9y4SXsLBAhcRZUdtpOw,HUGEL;Cumbiafrica;Matroda,Morenita (Matroda Remix),Morenita - Matroda Remix,56,179047,False,0.746,0.903,8,-5.322,0,0.0724,0.0133,0.615,0.329,0.626,126.088,4,deep-house,happy,0.12208500000000004,Morenita - Matroda Remix by HUGEL;Cumbiafrica;Matroda with mood happy
49316,0euHofhLlaWWB5HOI0tr0N,Imperatorz;Aversion,Scantraxx - Hardstyle Spring 2020,Valhalla,49,187358,False,0.537,0.925,5,-5.143,0,0.181,0.00581,5.39e-05,0.714,0.294,155.022,4,hardstyle,energetic,0.361661,Valhalla by Imperatorz;Aversion with mood energetic
363,5L4G3nwKkd4wykW4BV9sVe,Jess Penner,"Love, Love, Love",Sweeter,33,196026,False,0.686,0.377,9,-9.59,1,0.0589,0.638,0.0,0.128,0.551,92.042,4,acoustic,calm,0.11173,Sweeter by Jess Penner with mood calm
46697,5CZbKlSalevStRV1WyMt9k,Scooter,24 Carat Gold,I Was Made For Lovin' You,18,142333,False,0.607,0.974,9,-9.503,0,0.0647,0.000538,0.00126,0.11,0.891,147.375,4,happy,happy,0.14815699999999998,I Was Made For Lovin' You by Scooter with mood happy
65548,2EFMxVVT7hykww7WqBnLEs,Kamal Haasan;S. Janaki,Michael Madana Kama Rajan (Original Motion Picture Soundtrack),Sundhari Neeyum Sundharan Njanum,49,315010,False,0.831,0.368,4,-10.158,1,0.0353,0.956,0.215,0.158,0.696,112.882,4,k-pop,calm,0.06464,Sundhari Neeyum Sundharan Njanum by Kamal Haasan;S. Janaki with mood calm
5935,2eLA6GJ3yhP49zZEXbBXdw,WANDS,カナリア鳴いた頃に,Brand New Love [WANDS 第 5 期 ver.],32,295653,False,0.61,0.854,10,-5.48,0,0.0395,0.0106,0.0,0.187,0.578,112.012,4,anime,energetic,0.11380000000000004,Brand New Love [WANDS 第 5 期 ver.] by WANDS with mood energetic
48802,1uJ5X7MrxTr21lG5ssm5fT,Nas;Big Sean;Don Toliver,King's Disease,Replace Me (feat. Big Sean & Don Toliver),54,170813,True,0.674,0.782,2,-2.512,1,0.101,0.172,0.0,0.86,0.694,84.927,4,hardcore,happy,0.04436000000000004,Replace Me (feat. Big Sean & Don Toliver) by Nas;Big Sean;Don Toliver with mood happy
93870,3FXUdx3pjmA1vCXP9b0inX,Oleg Pogudin,Русское танго,Тёмная ночь,0,239669,False,0.312,0.245,11,-13.359,0,0.0369,0.828,0.00535,0.102,0.295,132.731,3,romance,sad,0.3810500000000001,Тёмная ночь by Oleg Pogudin with mood sad
44631,6wAdJF85cna96BwQn2Pg8c,Hole,Live Through This,Jennifer's Body,58,220533,False,0.401,0.863,11,-7.312,0,0.0447,0.00079,1.39e-06,0.174,0.55,81.65,4,grunge,energetic,0.131669,Jennifer's Body by Hole with mood energetic
84748,5DTp3vYOpDzt6omlrQV5j8,Cem Karaca,Cem Karaca Koleksiyon,Tatlı Dillim,28,256426,False,0.325,0.476,2,-8.993,1,0.0354,0.00969,0.131,0.14,0.47,104.562,4,psych-rock,neutral,0.12427600000000005,Tatlı Dillim by Cem Karaca with mood neutral
58305,4RqukTe8L59wgiO6fzHvzf,Puscifer,C Is For (Please Insert Sophomoric Genitalia Reference Here),The Humbling River,15,305520,False,0.554,0.327,4,-12.79,0,0.03,0.796,0.00763,0.125,0.0341,144.171,4,industrial,sad,0.66113181,The Humbling River by Puscifer with mood sad
40970,57ParXtU40pX8FFOQch1CV,Samuel Mariano,Adorarei,Reatando a Amizade,38,298600,False,0.453,0.476,7,-7.563,1,0.0418,0.617,0.0,0.109,0.371,128.99,4,gospel,neutral,0.19941700000000004,Reatando a Amizade by Samuel Mariano with mood neutral
94739,5t3JR2O8e78sGXKcE6ltCi,Ollie,Sunsets & Goodbyes,life goes on,38,286912,False,0.611,0.331,0,-13.519,1,0.377,0.949,0.0,0.0954,0.522,148.47,4,sad,calm,0.149645,life goes on by Ollie with mood calm
3178,1SgyVVPmNDMPoZyGgCvMsa,GAYLE;The Wild,Trending Pop,abc - The Wild Remix,0,182903,False,0.693,0.874,1,-3.923,0,0.0693,0.034,8.33e-06,0.289,0.647,123.979,5,alternative,happy,0.09848500000000002,abc - The Wild Remix by GAYLE;The Wild with mood happy
74432,3Nz3Im6gnMdutLbpi83Vim,Alceu Valença,20 Grandes Sucessos De Alceu Valença,Solidão,43,191773,False,0.568,0.48,4,-9.571,1,0.0315,0.285,0.0,0.386,0.646,118.215,4,mpb,calm,0.03811600000000001,Solidão by Alceu Valença with mood calm
104983,1GiRj5yKavoBDJZqZkLPFc,Saurom,Vida,La Poetisa,25,199075,False,0.526,0.806,0,-5.179,1,0.0407,0.316,0.0,0.127,0.464,130.051,4,spanish,energetic,0.15533200000000003,La Poetisa by Saurom with mood energetic
8379,04ena8ko8DnRyusS5vDjie,Solomon Burke,Thanksgiving Party,Cry to Me,0,150960,False,0.811,0.545,9,-11.434,0,0.0665,0.688,0.0,0.171,0.91,118.168,4,blues,calm,0.015124999999999991,Cry to Me by Solomon Burke with mood calm
24479,0fdGZr8ZHTRNpRLgVGBqlp,Theo Parrish,Parallel Dimensions,Summertime Is Here,8,745400,False,0.414,0.519,1,-17.499,1,0.0568,0.52,0.547,0.118,0.423,94.716,4,detroit-techno,neutral,0.14869000000000002,Summertime Is Here by Theo Parrish with mood neutral
49639,5Szb2Bve1g2CvyX6mfx6iC,Mark With a K,See Me Now (For What It's Worth),See Me Now (For What It's Worth) - Radio Edit,22,217314,False,0.589,0.818,0,-6.956,0,0.0483,0.00324,4.86e-06,0.0635,0.0936,148.022,4,hardstyle,energetic,0.5465249600000001,See Me Now (For What It's Worth) - Radio Edit by Mark With a K with mood energetic
95933,6IqvaQ39YkmAK9hz3yCLwx,Alquimia La Sonora Del XXI,Leyenda,Que Cañonazos,28,261230,False,0.868,0.887,10,-6.172,0,0.0561,0.603,0.0295,0.0334,0.892,103.544,4,salsa,happy,0.09083300000000002,Que Cañonazos by Alquimia La Sonora Del XXI with mood happy
52498,2woDdLEJbQFI9722ml442F,George Jones,The New Favorites Of George Jones,Best Guitar Picker,13,162133,False,0.806,0.58,7,-8.833,1,0.0315,0.69,0.0,0.296,0.806,112.916,4,honky-tonk,calm,0.0004360000000000008,Best Guitar Picker by George Jones with mood calm
42173,5oIHVkR1P4y277ftTPLpWj,Napalm Death,Harmony Corruption,Suffer The Children,40,260933,False,0.289,0.887,1,-14.387,1,0.0963,5.03e-06,0.861,0.293,0.478,148.655,4,grindcore,energetic,0.18605300000000008,Suffer The Children by Napalm Death with mood energetic
77603,0A0XSMfYMijiMSOOsmFbJp,Grupo Revelação,"Fundamental - Grupo Revelação, Vol.2",Só Depois,43,222826,False,0.578,0.811,0,-7.044,0,0.0518,0.663,0.0,0.0747,0.92,88.852,4,pagode,happy,0.05892100000000003,Só Depois by Grupo Revelação with mood happy
23234,5HCMxtjQaeLrNQOT5qRksq,The Him;Sorana;Kyco;Barkley,Oasis (Kyco x Barkley Remix),Oasis - Kyco x Barkley Remix,51,163170,False,0.814,0.755,4,-8.523,0,0.0751,0.013,0.0026,0.0889,0.55,122.981,4,deep-house,energetic,0.086525,Oasis - Kyco x Barkley Remix by The Him;Sorana;Kyco;Barkley with mood energetic
38573,4UF1eupXP9Zz5GpYepyOxI,The Strokes,First Impressions Of Earth,Razorblade,57,208133,False,0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,5,garage,energetic,0.150602,Razorblade by The Strokes with mood energetic
76184,1ODl034REBScrSzb4xWNNE,Il Divo;Céline Dion,Ancora,I Believe in You (Je crois en toi),54,240293,False,0.165,0.522,6,-5.517,0,0.0325,0.645,0.024,0.119,0.0571,179.276,3,opera,neutral,0.55798441,I Believe in You (Je crois en toi) by Il Divo;Céline Dion with mood neutral
36054,2JOTbHmj0jwBM9bHgcVEOq,Boris Way,Pink Soldiers,Pink Soldiers,66,135688,False,0.828,0.639,5,-6.251,0,0.0351,0.167,0.165,0.133,0.496,123.021,4,french,neutral,0.09393700000000003,Pink Soldiers by Boris Way with mood neutral
14017,6tPA07JAS9p9mEOVhLdFJp,The Little Sunshine Kids,100 Fun Songs for Kids Vol. 1,The Wheels on the Bus,66,87453,False,0.931,0.413,9,-11.014,1,0.0485,0.212,0.0,0.112,0.961,96.057,4,children,calm,0.06088999999999997,The Wheels on the Bus by The Little Sunshine Kids with mood calm
46561,35AoxYRvwmz75uohbEXLXK,S3RL;Alex Bassjunkie;Riche,Bass Slut (Alex BassJunkie & Riche Remix),Bass Slut - Alex BassJunkie & Riche Remix,19,297092,False,0.714,0.994,6,-4.221,1,0.155,0.31,0.0743,0.674,0.672,174.967,4,happy,happy,0.17162000000000002,Bass Slut - Alex BassJunkie & Riche Remix by S3RL;Alex Bassjunkie;Riche with mood happy
89892,5iFUhoT6qHOn98510MXEqv,Pitizion,Perreo Tenebroso Vol. 1,Ella,0,173653,False,0.798,0.876,0,-3.82,1,0.362,0.525,1.42e-06,0.168,0.759,91.837,4,reggaeton,happy,0.07785700000000001,Ella by Pitizion with mood happy
84533,4JYPakonntkW7bKp8w5Zy6,Tiger Army,III: Ghost Tigers Rise,Wander Alone,31,224066,False,0.426,0.969,2,-3.247,1,0.0527,0.000602,0.00281,0.415,0.632,108.851,4,psych-rock,happy,0.164385,Wander Alone by Tiger Army with mood happy
111635,4xKKIS9g9nivSiE7TtgR6V,Quantic,The Best of Quantic,Sol Clap,19,232853,False,0.985,0.651,9,-5.62,0,0.217,0.00121,0.176,0.064,0.405,115.347,4,trip-hop,neutral,0.15862600000000002,Sol Clap by Quantic with mood neutral
7747,4flyQ8YJcqW57BlABtjrOt,Tony Rice,Tony Rice Plays And Sings Bluegrass,I've Waited As Long As I Can,21,179666,False,0.556,0.578,7,-10.333,1,0.031,0.455,7.03e-06,0.308,0.906,127.336,4,bluegrass,calm,0.011719999999999996,I've Waited As Long As I Can by Tony Rice with mood calm
107270,5m7Je6wKz7RV20patXu9kA,a-ha,True North,Summer Rain,10,255293,False,0.557,0.606,2,-6.884,0,0.0258,0.418,0.000481,0.0964,0.187,104.965,4,synth-pop,neutral,0.37580499999999994,Summer Rain by a-ha with mood neutral
58532,18RcN7e3TT8X3ZoEDn9nbT,Psychostick,Do,Adulting,25,230973,False,0.617,0.952,2,-5.018,1,0.168,0.0226,0.0652,0.0253,0.62,111.924,4,industrial,happy,0.156304,Adulting by Psychostick with mood happy
85873,73FzglcxMIrCrxSshAxkr5,ZSK,Hallo Hoffnung,Es müsste immer Musik da sein,34,175466,True,0.452,0.986,5,-3.223,1,0.0953,2.2e-05,2.36e-05,0.244,0.418,104.822,4,punk-rock,energetic,0.29492000000000007,Es müsste immer Musik da sein by ZSK with mood energetic
7796,2nJj1BlJYBSiDOHHfwXEJc,Doyle Lawson & Quicksilver,A School Of Bluegrass,The Girl from West Virginia,20,176266,False,0.64,0.535,11,-10.938,1,0.0295,0.375,0.00135,0.0956,0.939,110.342,4,bluegrass,calm,0.023545999999999966,The Girl from West Virginia by Doyle Lawson & Quicksilver with mood calm
15412,36nutPAJFggPeddyVWDFm9,LAKEY INSPIRED,Better Days,Better Days,61,207335,False,0.808,0.403,0,-13.878,0,0.04,0.707,0.929,0.193,0.513,131.952,4,chill,calm,0.12117800000000001,Better Days by LAKEY INSPIRED with mood calm
113768,6ANte5hMRsKsiUd7x0F4kg,Ruido Blanco Hart;Ondas Alfa;Música de concentración profunda,Chispa Encendida: Flujo De Antorchas,Niebla Hirviendo,23,116000,False,0.249,0.995,1,-21.726,1,0.0722,0.178,0.819,0.397,0.00984,110.245,4,world-music,energetic,0.7803778256000002,Niebla Hirviendo by Ruido Blanco Hart;Ondas Alfa;Música de concentración profunda with mood energetic
24163,2HuJOBhLO7nm4DMqdjtqir,Model 500,Classics,No Ufo's - Remix,12,420200,False,0.665,0.919,10,-12.152,0,0.0472,0.0333,0.841,0.197,0.764,124.828,4,detroit-techno,happy,0.10305700000000005,No Ufo's - Remix by Model 500 with mood happy
5372,4L7DAohfwLKPykY8qMj9ml,Kato,Naruto Vibes,Loneliness,45,109000,False,0.654,0.325,2,-10.283,0,0.0453,0.123,0.785,0.11,0.0997,143.929,4,anime,sad,0.56604509,Loneliness by Kato with mood sad
108203,0ACRuhQeaM96VNO1K3UeSG,Lucio Demare,Valses y Milongas,Tortazos (Milonga),22,187585,False,0.637,0.299,8,-10.587,1,0.14,0.988,0.684,0.2,0.847,101.159,4,tango,calm,0.09280999999999998,Tortazos (Milonga) by Lucio Demare with mood calm
11301,2uSEoQvi0DVbjghJu7h4g9,Harry Gregson-Williams,Man On Fire (Original Motion Picture Soundtrack),Smiling,54,50520,False,0.244,0.0149,3,-24.99,1,0.0476,0.985,0.881,0.161,0.125,138.321,4,british,sad,0.79796701,Smiling by Harry Gregson-Williams with mood sad
76840,5iJLBzFllkPm10EbLFrn6T,Jean-Philippe Rameau;Les Arts Florissants;William Christie,Rameau: Les Indes galantes,"Les Indes galantes, RCT 44: Ouverture",20,260265,False,0.358,0.17,6,-21.867,1,0.0423,0.963,0.94,0.338,0.713,103.446,4,opera,calm,0.19246899999999997,"Les Indes galantes, RCT 44: Ouverture by Jean-Philippe Rameau;Les Arts Florissants;William Christie with mood calm"
113357,3zT4HsLsuLyqRblEqouOOP,Darlene Zschech,Here I Am Send Me (Live),Here I Am Send Me - Live,30,476420,False,0.401,0.668,2,-8.731,0,0.0404,0.0224,0.0,0.122,0.277,75.995,4,world-music,neutral,0.27815300000000004,Here I Am Send Me - Live by Darlene Zschech with mood neutral
19066,47etYUs12o0yYHd2bQ7Hel,Jordan Davis;Luke Bryan,Autumn Vibe,Buy Dirt,0,167480,False,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,4,country,neutral,0.13345,Buy Dirt by Jordan Davis;Luke Bryan with mood neutral
7877,7vjJfAygsiIgs2WL2hyhKN,The Travelin' McCourys,The Travelin' Mccourys,Crowhop,21,247346,False,0.495,0.73,7,-8.589,1,0.0326,0.785,0.935,0.114,0.915,126.277,4,bluegrass,happy,0.030125,Crowhop by The Travelin' McCourys with mood happy
93039,4IHOj2rlSMPCRfdUtbu9Ky,Ivan Rebroff,Best of Ivan Rebroff (18 Hits),Tschorny woron,12,205706,False,0.226,0.382,2,-11.413,0,0.0334,0.987,0.165,0.329,0.447,81.16,4,romance,neutral,0.172133,Tschorny woron by Ivan Rebroff with mood neutral
68681,2Kp7pJ36kT6n5YlGm8PixL,Jerry Di;Mariah Angeliq;Kevin Roldan;Guaynaa;Randy;Brytiago;Jd Pantoja;Cuna;Pablo C Fuentes;Neneto,FELIZ CUMPLEAÑOS,Mi Cuarto 2,0,297173,False,0.861,0.605,1,-5.242,1,0.264,0.672,0.0,0.162,0.741,97.049,4,latino,happy,0.003506000000000006,Mi Cuarto 2 by Jerry Di;Mariah Angeliq;Kevin Roldan;Guaynaa;Randy;Brytiago;Jd Pantoja;Cuna;Pablo C Fuentes;Neneto with mood happy
18244,1yEODXY84WoEl9hS0t1B8v,Stephen Lynch,Superhero,"Bowling Song (Almighty Malachi, Professional Bowling God)",25,300613,True,0.493,0.691,2,-6.872,0,0.202,0.493,0.0,0.99,0.76,127.059,4,comedy,happy,0.009880999999999997,"Bowling Song (Almighty Malachi, Professional Bowling God) by Stephen Lynch with mood happy"
38020,4F6dlpCLyi8jWWFEjdxCQ0,Kidnap;Leo Stannard;Ben Böhmer;Nils Hoffmann,Grow (The Remixes),Moments - Ben Böhmer & Nils Hoffmann Remix,62,250206,False,0.702,0.524,7,-12.422,0,0.0393,0.453,0.89,0.111,0.283,121.001,4,garage,neutral,0.2730650000000001,Moments - Ben Böhmer & Nils Hoffmann Remix by Kidnap;Leo Stannard;Ben Böhmer;Nils Hoffmann with mood neutral
52634,7bFwIUZvq1hysSAoxBbsL3,Eddie Noack,Presenting Eddie Noack,Too Hot to Handle,11,99400,False,0.705,0.62,0,-6.358,1,0.0349,0.746,0.0,0.111,0.907,114.282,4,honky-tonk,happy,0.011848999999999998,Too Hot to Handle by Eddie Noack with mood happy
94240,63ZmPonhAmcxXZCzYHLwXk,gavn!,"Here, just for now",Emerald City,57,166400,True,0.385,0.439,11,-10.495,1,0.0521,0.788,0.0,0.101,0.417,74.963,4,sad,neutral,0.17261000000000004,Emerald City by gavn! with mood neutral
54904,5ekzrhOW3DwpDTgWmxKz8I,Sonmi451,Nachtmuziek,Bay Hatch,8,327773,False,0.282,0.122,1,-23.35,0,0.049,0.92,0.0353,0.103,0.0375,154.493,5,idm,sad,0.8098902500000001,Bay Hatch by Sonmi451 with mood sad
25067,7I91PNcgDJlBorpAL2YR8Y,Martin Solveig;Ina Wroldsen,Del gusto de hermanos,Places,0,202745,False,0.728,0.854,0,-3.86,0,0.0457,0.245,0.00184,0.149,0.62,121.998,4,disco,happy,0.09691600000000003,Places by Martin Solveig;Ina Wroldsen with mood happy
33562,0YcJfsr91XXLiSapSQbtJf,44phantom,"die sometime, it's good for u",problems,53,168653,True,0.529,0.885,11,-3.854,1,0.109,0.0096,0.0,0.2,0.609,93.943,4,emo,happy,0.11770600000000003,problems by 44phantom with mood happy
11670,1hD9xHs2axVWYJaVfC8wf3,Gary Lightbody;Johnny McDaid,"This Is How You Walk On (From ""Gifted"")","This Is How You Walk On - From ""Gifted""",36,246186,False,0.384,0.408,9,-9.064,1,0.0278,0.263,0.000352,0.127,0.292,79.463,4,british,neutral,0.294928,"This Is How You Walk On - From ""Gifted"" by Gary Lightbody;Johnny McDaid with mood neutral"
80752,0ZNg3I2kga2XnqKp1Y9PeZ,Mithoon;Shilpa Rao,The Train,Wo Ajnabee,58,302710,False,0.82,0.795,9,-8.285,0,0.225,0.237,0.000297,0.0524,0.779,104.988,4,pop-film,happy,0.03846600000000003,Wo Ajnabee by Mithoon;Shilpa Rao with mood happy
47755,3J9NEWkd9Cx1MwSSvDySkL,Europe,The Final Countdown (Expanded Edition),Rock the Night,62,247306,False,0.57,0.931,4,-5.78,0,0.0503,0.0429,0.0,0.375,0.4,105.37,4,hard-rock,energetic,0.26956100000000005,Rock the Night by Europe with mood energetic
82175,0GFlj8tSc4TMReREuqXkqO,Masked Intruder,M.I.,I Fought the Law,29,151946,False,0.425,0.945,0,-4.866,1,0.0764,0.00161,0.000157,0.23,0.796,199.822,4,power-pop,happy,0.11904099999999998,I Fought the Law by Masked Intruder with mood happy
48354,465eCPwUAz2qz7IdQaxUui,Nas,King's Disease II,Rare,55,206777,True,0.498,0.851,8,-5.496,1,0.326,0.132,4.21e-06,0.529,0.518,78.025,4,hardcore,energetic,0.142525,Rare by Nas with mood energetic
49231,7C9fzJQS3wXdbxp2HQrPy3,Envine;Crypton,All Around Me (Crypton Remix),All Around Me - Crypton Remix,26,207157,False,0.445,0.93,7,-2.232,1,0.0371,0.0667,5.47e-06,0.643,0.2,94.997,4,hardstyle,energetic,0.46890000000000015,All Around Me - Crypton Remix by Envine;Crypton with mood energetic
108093,54Ahza7hcQziYjEpnkTpsk,Tita Merello,Se Dice De Mi,Niño Bien,25,127600,False,0.751,0.406,1,-12.835,1,0.43,0.85,0.0,0.0762,0.809,138.906,4,tango,calm,0.03771699999999998,Niño Bien by Tita Merello with mood calm
86689,5rtMEQ0bYdTTLAu2INE4r2,Québec Redneck Bluegrass Project,J'ai Bu,Guerres de clocher,39,600417,True,0.579,0.673,4,-9.057,1,0.0621,0.875,1.76e-05,0.194,0.79,97.795,4,punk,happy,0.005429000000000009,Guerres de clocher by Québec Redneck Bluegrass Project with mood happy
33499,5HmqzCeCdZFF20jqI6p73T,Modern Guns;Ijal Bulb,We Are Strangers After All,No Chance to Bloom,37,171213,False,0.246,0.995,1,-2.699,0,0.267,0.00062,0.168,0.476,0.162,139.697,3,emo,energetic,0.563069,No Chance to Bloom by Modern Guns;Ijal Bulb with mood energetic
21414,6spHiUIu4msYEmIQHmjpBm,T.O.K;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Sexy & Ready (2022 Remastered),0,150226,True,0.427,0.9,6,-3.904,1,0.242,0.0127,0.0,0.18,0.873,95.688,3,dancehall,happy,0.09532900000000002,Sexy & Ready (2022 Remastered) by T.O.K;Arif Cooper with mood happy
15773,2424U9txykZM3ts7f5gsq3,TOB Duke,$ad Boy,Spaceship,62,151658,True,0.539,0.47,1,-10.013,1,0.389,0.868,0.0,0.0594,0.805,177.087,4,chill,calm,0.016925000000000003,Spaceship by TOB Duke with mood calm
